iteration,game_number,move_number,player,from_row,from_col,to_row,to_col,action_id
26,2,24,-1,6,5,6,4,3444
26,2,25,1,1,0,0,0,512
26,2,26,-1,6,7,6,5,3573
26,2,27,1,1,1,2,1,593
26,2,28,-1,3,2,2,2,1682
26,2,29,1,0,0,1,0,8
26,2,30,-1,6,4,6,1,3377
26,2,31,1,1,0,0,0,512
26,2,32,-1,3,6,3,4,1948
26,2,33,1,0,0,1,0,8
26,2,34,-1,6,1,7,1,3193
26,2,35,1,1,0,0,0,512
26,2,36,-1,3,4,2,4,1812
26,2,37,1,0,0,1,0,8
26,2,38,-1,7,4,6,4,3892
26,2,39,1,1,0,0,0,512
26,2,40,-1,6,4,6,1,3377
26,2,41,1,0,0,1,0,8
26,2,42,-1,6,5,6,7,3447
26,2,43,1,1,0,0,0,512
26,2,44,-1,7,1,7,7,3711
26,2,45,1,0,0,1,0,8
26,2,46,-1,7,0,2,0,3600
26,2,47,1,1,0,0,0,512
26,2,48,-1,2,0,1,0,1032
26,2,49,1,1,2,1,3,651
26,2,50,-1,6,7,3,7,3551
26,2,51,1,0,0,0,1,1
26,2,52,-1,6,1,4,1,3169
26,2,53,1,1,3,0,3,707
26,2,54,-1,7,7,7,3,4091
26,2,55,1,0,3,1,3,203
26,2,56,-1,4,1,5,1,2153
26,2,57,1,0,1,1,1,73
26,2,58,-1,2,4,6,4,1332
26,2,59,1,1,1,0,1,577
26,2,60,-1,6,4,7,4,3388
26,2,61,1,0,1,1,1,73
26,2,62,-1,2,2,1,2,1162
26,2,63,1,2,5,2,3,1363
26,2,64,-1,3,7,7,7,2047
26,2,65,1,1,5,2,5,853
26,2,66,-1,7,3,7,0,3832
26,2,67,1,1,3,0,3,707
26,2,68,-1,7,4,5,4,3884
26,2,69,1,0,3,1,3,203
26,2,70,-1,7,0,7,4,3644
26,2,71,1,1,3,0,3,707
26,2,72,-1,7,7,5,7,4079
26,2,73,1,0,3,1,3,203
26,2,74,-1,5,1,5,2,2666
26,2,75,1,2,5,5,5,1389
26,2,76,-1,5,2,5,3,2731
26,2,77,1,2,3,2,5,1237
26,2,78,-1,7,4,7,5,3901
26,2,79,1,1,3,0,3,707
26,2,80,-1,1,2,1,3,651
26,2,81,1,0,3,0,2,194
26,2,82,-1,1,0,0,0,512
26,2,83,1,1,4,1,5,781
26,2,84,-1,7,5,6,5,3957
26,2,85,1,1,7,3,7,991
26,2,86,-1,5,4,5,5,2861
26,2,87,1,3,7,3,5,2013
26,2,88,-1,6,5,6,4,3444
26,2,89,1,3,5,3,2,1882
26,2,90,-1,5,7,3,7,3039
26,2,91,1,2,5,3,5,1373
26,2,92,-1,6,4,7,4,3388
26,2,93,1,0,2,0,7,135
26,2,94,-1,0,0,1,0,8
26,2,95,1,0,7,2,7,471
26,2,96,-1,1,0,0,0,512
26,2,97,1,2,7,2,3,1491
26,2,98,-1,0,0,1,0,8
26,2,99,1,3,2,2,2,1682
26,2,100,-1,1,0,0,0,512
26,2,101,1,1,5,1,6,846
26,2,102,-1,0,0,1,0,8
26,2,103,1,3,5,1,5,1869
26,2,104,-1,1,0,0,0,512
26,2,105,1,2,3,3,3,1243
26,2,106,-1,0,0,1,0,8
26,2,107,1,1,6,4,6,934
26,2,108,-1,1,0,0,0,512
26,2,109,1,4,6,4,1,2465
26,2,110,-1,0,0,1,0,8
26,2,111,1,3,3,3,1,1753
26,2,112,-1,1,0,0,0,512
26,2,113,1,2,2,2,3,1171
26,2,114,-1,0,0,1,0,8
26,2,115,1,1,5,3,5,861
26,2,116,-1,1,0,0,0,512
26,2,117,1,2,3,2,7,1239
26,2,118,-1,0,0,1,0,8
26,2,119,1,3,1,0,1,1601
26,2,120,-1,1,0,0,0,512
26,2,121,1,0,1,2,1,81
26,2,122,-1,0,0,1,0,8
26,2,123,1,2,1,0,1,1089
26,2,124,-1,1,3,0,3,707
26,2,125,1,2,7,2,3,1491
26,2,126,-1,1,0,0,0,512
26,2,127,1,2,3,4,3,1251
26,2,128,-1,0,0,1,0,8
26,2,129,1,3,5,3,1,1881
26,2,130,-1,0,3,1,3,203
26,2,131,1,3,1,3,4,1628
26,2,132,-1,1,0,0,0,512
26,2,133,1,4,1,2,1,2129
26,2,134,-1,0,0,1,0,8
26,2,135,1,3,4,2,4,1812
26,2,136,-1,1,0,0,0,512
26,2,137,1,2,4,2,2,1298
26,2,138,-1,0,0,1,0,8
26,2,139,1,2,1,4,1,1121
26,2,140,-1,1,0,0,0,512
26,2,141,1,2,2,2,0,1168
26,2,142,-1,0,0,1,0,8
26,2,143,1,2,0,2,5,1045
26,2,144,-1,1,0,0,0,512
26,2,145,1,2,5,2,6,1366
26,2,146,-1,0,0,1,0,8
26,2,147,1,2,6,0,6,1414
26,2,148,-1,1,0,0,0,512
26,2,149,1,0,6,3,6,414
26,2,150,-1,0,0,1,0,8
26,2,151,1,3,6,3,5,1949
26,2,152,-1,1,0,0,0,512
26,2,153,1,4,1,4,2,2146
26,2,154,-1,0,0,1,0,8
26,2,155,1,4,2,2,2,2194
26,2,156,-1,1,0,0,0,512
26,2,157,1,3,5,4,5,1893
26,2,158,-1,0,0,1,0,8
26,2,159,1,4,5,4,2,2402
26,2,160,-1,3,7,3,5,2013
26,2,161,1,2,2,2,0,1168
26,2,162,-1,1,0,0,0,512
26,2,163,1,4,2,4,5,2213
26,2,164,-1,7,4,7,1,3897
26,2,165,1,4,5,4,3,2403
26,2,166,-1,5,5,5,6,2926
26,2,167,1,2,0,7,0,1080
26,2,168,-1,5,6,2,6,2966
26,2,169,1,4,3,3,3,2267
26,2,170,-1,0,0,1,0,8
26,2,171,1,7,0,2,0,3600
26,2,172,-1,1,3,0,3,707
26,2,173,1,2,0,5,0,1064
26,2,174,-1,0,3,1,3,203
26,2,175,1,5,0,5,1,2601
26,2,176,-1,1,3,0,3,707
26,2,177,1,5,1,1,1,2633
26,2,178,-1,0,3,1,3,203
26,3,1,1,0,6,2,6,406
26,3,2,-1,7,4,4,4,3876
26,3,3,1,0,3,3,3,219
26,3,4,-1,4,4,3,4,2332
26,3,5,1,0,0,1,0,8
26,3,6,-1,7,7,3,7,4063
26,3,7,1,2,6,3,6,1438
26,3,8,-1,7,2,2,2,3730
26,3,9,1,0,4,1,4,268
26,3,10,-1,7,3,7,2,3834
26,3,11,1,3,6,2,6,1942
26,3,12,-1,7,2,5,2,3754
26,3,13,1,0,1,0,0,64
26,3,14,-1,5,2,5,4,2732
26,3,15,1,0,0,0,1,1
26,3,16,-1,7,6,6,6,4022
26,3,17,1,3,3,3,4,1756
26,3,18,-1,7,1,7,3,3707
26,3,19,1,0,1,0,0,64
26,3,20,-1,6,6,7,6,3518
26,3,21,1,0,0,0,1,1
26,3,22,-1,5,4,5,5,2861
26,3,23,1,0,1,1,1,73
26,3,24,-1,3,7,3,6,2014
26,3,25,1,0,2,0,1,129
26,3,26,-1,2,2,3,2,1178
26,3,27,1,0,1,0,0,64
26,3,28,-1,5,5,3,5,2909
26,3,29,1,0,0,0,1,1
26,3,30,-1,7,6,7,7,4031
26,3,31,1,0,1,0,0,64
26,3,32,-1,7,7,7,6,4094
26,3,33,1,0,0,0,1,1
26,3,34,-1,3,2,2,2,1682
26,3,35,1,0,1,0,0,64
26,3,36,-1,2,2,2,3,1171
26,3,37,1,1,1,4,1,609
26,3,38,-1,7,5,6,5,3957
26,3,39,1,0,0,0,1,1
26,3,40,-1,7,3,6,3,3827
26,3,41,1,0,1,1,1,73
26,3,42,-1,7,6,7,3,4027
26,3,43,1,4,1,2,1,2129
26,3,44,-1,7,0,3,0,3608
26,3,45,1,0,5,1,5,333
26,3,46,-1,3,0,2,0,1552
26,3,47,1,0,7,1,7,463
26,3,48,-1,3,5,3,0,1880
26,3,49,1,1,0,0,0,512
26,3,50,-1,7,3,7,2,3834
26,3,51,1,0,0,1,0,8
26,3,52,-1,3,6,3,2,1946
26,3,53,1,1,0,0,0,512
26,3,54,-1,3,2,5,2,1706
26,3,55,1,0,0,1,0,8
26,3,56,-1,5,2,4,2,2722
26,3,57,1,1,0,0,0,512
26,3,58,-1,6,5,4,5,3429
26,3,59,1,0,0,1,0,8
26,3,60,-1,4,5,5,5,2413
26,3,61,1,1,0,0,0,512
26,3,62,-1,5,5,5,6,2926
26,3,63,1,0,0,1,0,8
26,3,64,-1,6,3,6,1,3313
26,3,65,1,1,0,0,0,512
26,3,66,-1,7,2,7,0,3768
26,3,67,1,0,0,1,0,8
26,3,68,-1,6,1,5,1,3177
26,3,69,1,1,0,0,0,512
26,3,70,-1,4,2,2,2,2194
26,3,71,1,0,0,1,0,8
26,3,72,-1,2,2,4,2,1186
26,3,73,1,1,0,0,0,512
26,3,74,-1,4,2,4,6,2214
26,3,75,1,0,0,1,0,8
26,3,76,-1,4,6,4,3,2467
26,3,77,1,1,0,0,0,512
26,3,78,-1,4,3,3,3,2267
26,3,79,1,0,0,1,0,8
26,3,80,-1,5,6,5,5,2989
26,3,81,1,1,0,0,0,512
26,3,82,-1,3,3,6,3,1779
26,3,83,1,0,0,1,0,8
26,3,84,-1,6,3,3,3,3291
26,3,85,1,1,0,0,0,512
26,3,86,-1,7,0,7,6,3646
26,3,87,1,0,0,1,0,8
26,3,88,-1,7,6,5,6,4014
26,3,89,1,1,0,0,0,512
26,3,90,-1,3,3,3,6,1758
26,3,91,1,0,0,1,0,8
26,3,92,-1,5,5,5,3,2923
26,3,93,1,1,0,0,0,512
26,3,94,-1,2,0,2,2,1042
26,3,95,1,0,0,1,0,8
26,3,96,-1,3,6,3,4,1948
26,3,97,1,1,0,0,0,512
26,3,98,-1,5,1,5,2,2666
26,3,99,1,0,0,1,0,8
26,3,100,-1,3,4,5,4,1836
26,3,101,1,1,0,0,0,512
26,3,102,-1,2,2,4,2,1186
26,3,103,1,0,0,1,0,8
26,3,104,-1,5,3,6,3,2803
26,3,105,1,1,0,0,0,512
26,3,106,-1,6,3,3,3,3291
26,3,107,1,0,0,1,0,8
26,3,108,-1,3,3,3,2,1754
26,3,109,1,1,0,0,0,512
26,3,110,-1,5,6,6,6,2998
26,3,111,1,0,0,1,0,8
26,3,112,-1,3,2,3,5,1693
26,3,113,1,2,6,3,6,1438
26,3,114,-1,6,6,6,2,3506
26,3,115,1,3,6,5,6,1966
26,3,116,-1,3,5,2,5,1877
26,3,117,1,5,6,2,6,2966
26,3,118,-1,6,2,6,3,3251
26,3,119,1,1,0,0,0,512
26,3,120,-1,5,4,7,4,2876
26,4,1,1,0,6,2,6,406
26,4,2,-1,7,3,3,3,3803
26,4,3,1,0,0,1,0,8
26,4,4,-1,7,5,4,5,3941
26,4,5,1,0,1,1,1,73
26,4,6,-1,4,5,5,5,2413
26,4,7,1,0,2,1,2,138
26,4,8,-1,7,7,5,7,4079
26,4,9,1,2,6,3,6,1438
26,4,10,-1,7,2,5,2,3754
26,4,11,1,0,7,1,7,463
26,4,12,-1,3,3,3,2,1754
26,4,13,1,3,6,2,6,1942
26,4,14,-1,7,4,5,4,3884
26,4,15,1,0,3,1,3,203
26,4,16,-1,3,2,2,2,1682
26,4,17,1,0,4,1,4,268
26,4,18,-1,7,6,7,7,4031
26,4,19,1,0,5,1,5,333
26,4,20,-1,2,2,3,2,1178
26,4,21,1,1,0,0,0,512
26,4,22,-1,3,2,3,4,1692
26,4,23,1,0,0,1,0,8
26,4,24,-1,3,4,3,6,1822
26,4,25,1,1,5,2,5,853
26,4,26,-1,7,1,7,5,3709
26,4,27,1,1,0,0,0,512
26,4,28,-1,5,4,2,4,2836
26,4,29,1,0,0,1,0,8
26,4,30,-1,5,2,3,2,2714
26,4,31,1,1,0,0,0,512
26,4,32,-1,7,5,7,2,3962
26,4,33,1,0,0,1,0,8
26,4,34,-1,3,2,2,2,1682
26,4,35,1,1,0,0,0,512
26,4,36,-1,5,5,5,6,2926
26,4,37,1,0,0,1,0,8
26,4,38,-1,7,7,6,7,4087
26,4,39,1,1,0,0,0,512
26,4,40,-1,6,7,6,1,3569
26,4,41,1,0,0,1,0,8
26,4,42,-1,5,6,5,5,2989
26,4,43,1,1,0,0,0,512
26,4,44,-1,6,1,4,1,3169
26,4,45,1,0,0,1,0,8
26,4,46,-1,4,1,5,1,2153
26,4,47,1,1,0,0,0,512
26,4,48,-1,5,5,4,5,2917
26,4,49,1,0,0,1,0,8
26,4,50,-1,4,5,3,5,2397
26,5,1,1,0,6,2,6,406
26,5,2,-1,7,3,6,3,3827
26,5,3,1,0,0,1,0,8
26,5,4,-1,7,4,4,4,3876
26,5,5,1,0,1,1,1,73
26,5,6,-1,4,4,3,4,2332
26,5,7,1,2,6,3,6,1438
26,5,8,-1,7,6,6,6,4022
26,5,9,1,0,2,1,2,138
26,5,10,-1,6,3,6,2,3314
26,5,11,1,0,3,3,3,219
26,5,12,-1,6,2,6,0,3248
26,5,13,1,0,4,1,4,268
26,5,14,-1,6,6,5,6,3502
26,5,15,1,0,5,1,5,333
26,5,16,-1,5,6,4,6,2982
26,5,17,1,0,7,1,7,463
26,5,18,-1,7,5,6,5,3957
26,5,19,1,3,3,3,1,1753
26,5,20,-1,7,7,3,7,4063
26,5,21,1,1,0,0,0,512
26,5,22,-1,7,2,3,2,3738
26,5,23,1,0,0,1,0,8
26,5,24,-1,3,7,3,5,2013
26,5,25,1,1,0,0,0,512
26,5,26,-1,7,1,6,1,3697
26,5,27,1,0,0,1,0,8
26,5,28,-1,4,6,4,7,2471
26,5,29,1,1,1,0,1,577
26,5,30,-1,6,5,6,7,3447
26,5,31,1,1,7,3,7,991
26,5,32,-1,7,0,7,2,3642
26,5,33,1,3,1,2,1,1617
26,5,34,-1,6,1,6,3,3187
26,5,35,1,1,5,2,5,853
26,5,36,-1,6,3,3,3,3291
26,5,37,1,0,1,1,1,73
26,5,38,-1,4,7,4,4,2532
26,5,39,1,1,0,0,0,512
26,5,40,-1,3,3,3,1,1753
26,5,41,1,0,0,1,0,8
26,5,42,-1,6,0,6,1,3121
26,5,43,1,1,0,0,0,512
26,5,44,-1,4,4,6,4,2356
26,5,45,1,0,0,1,0,8
26,5,46,-1,3,1,3,6,1630
26,5,47,1,1,0,0,0,512
26,5,48,-1,7,2,7,4,3772
26,5,49,1,0,0,1,0,8
26,5,50,-1,7,4,7,2,3898
26,5,51,1,1,0,0,0,512
26,5,52,-1,6,7,6,5,3573
26,5,53,1,0,0,1,0,8
26,5,54,-1,7,2,5,2,3754
26,5,55,1,1,0,0,0,512
26,5,56,-1,3,6,3,2,1946
26,5,57,1,0,0,1,0,8
26,5,58,-1,5,2,5,3,2731
26,5,59,1,1,0,0,0,512
26,5,60,-1,5,3,5,6,2798
26,5,61,1,0,0,1,0,8
26,5,62,-1,5,6,5,4,2988
26,5,63,1,1,0,0,0,512
26,5,64,-1,5,4,3,4,2844
26,5,65,1,0,0,1,0,8
26,5,66,-1,6,5,3,5,3421
26,5,67,1,1,0,0,0,512
26,5,68,-1,3,4,2,4,1812
26,5,69,1,0,0,1,0,8
26,5,70,-1,2,4,2,2,1298
26,5,71,1,1,0,0,0,512
26,5,72,-1,6,1,4,1,3169
26,5,73,1,0,0,1,0,8
26,5,74,-1,4,1,4,4,2148
26,5,75,1,1,0,0,0,512
26,5,76,-1,3,2,3,4,1692
26,5,77,1,0,0,1,0,8
26,5,78,-1,2,2,3,2,1178
26,5,79,1,1,0,0,0,512
26,5,80,-1,3,5,3,6,1886
26,5,81,1,0,0,1,0,8
26,6,1,1,0,6,2,6,406
26,6,2,-1,7,3,5,3,3819
26,6,3,1,0,3,3,3,219
26,6,4,-1,5,3,4,3,2787
26,6,5,1,0,0,1,0,8
26,6,6,-1,4,3,4,7,2279
26,6,7,1,2,6,3,6,1438
26,6,8,-1,4,7,1,7,2511
26,6,9,1,3,6,2,6,1942
26,6,10,-1,7,5,6,5,3957
26,6,11,1,0,1,1,1,73
26,6,12,-1,1,7,2,7,983
26,6,13,1,2,6,3,6,1438
26,6,14,-1,7,4,4,4,3876
26,6,15,1,0,2,1,2,138
26,6,16,-1,7,7,6,7,4087
26,6,17,1,0,4,1,4,268
26,6,18,-1,2,7,1,7,1487
26,6,19,1,3,6,2,6,1942
26,6,20,-1,4,4,3,4,2332
26,6,21,1,0,5,1,5,333
26,6,22,-1,3,4,3,6,1822
26,6,23,1,3,3,3,4,1756
26,6,24,-1,7,6,7,5,4029
26,6,25,1,1,1,4,1,609
26,6,26,-1,6,5,6,4,3444
26,6,27,1,4,1,2,1,2129
26,6,28,-1,6,4,5,4,3372
26,6,29,1,1,2,3,2,666
26,6,30,-1,5,4,5,5,2861
26,6,31,1,1,0,5,0,552
26,6,32,-1,7,2,5,2,3754
26,6,33,1,3,4,5,4,1836
26,6,34,-1,6,7,6,5,3573
26,6,35,1,0,7,0,6,454
26,6,36,-1,7,1,3,1,3673
26,6,37,1,0,6,0,3,387
26,6,38,-1,1,7,0,7,967
26,6,39,1,0,3,1,3,203
26,6,40,-1,0,7,1,7,463
26,6,41,1,5,4,3,4,2844
26,6,42,-1,1,7,0,7,967
26,6,43,1,1,3,0,3,707
26,6,44,-1,0,7,1,7,463
26,6,45,1,0,3,0,2,194
26,6,46,-1,3,1,4,1,1633
26,6,47,1,0,2,0,1,129
26,6,48,-1,4,1,4,0,2144
26,6,49,1,2,1,3,1,1113
26,6,50,-1,1,7,0,7,967
26,6,51,1,1,5,2,5,853
26,6,52,-1,0,7,1,7,463
26,6,53,1,2,6,1,6,1422
26,6,54,-1,1,7,0,7,967
26,6,55,1,2,5,2,1,1361
26,6,56,-1,0,7,1,7,463
26,6,57,1,1,4,1,5,781
26,6,58,-1,1,7,0,7,967
26,6,59,1,0,1,0,0,64
26,6,60,-1,0,7,1,7,463
26,6,61,1,3,1,5,1,1641
26,6,62,-1,1,7,0,7,967
26,6,63,1,1,5,1,4,844
26,6,64,-1,0,7,1,7,463
26,6,65,1,2,1,2,5,1109
26,6,66,-1,1,7,0,7,967
26,6,67,1,3,4,5,4,1836
26,6,68,-1,0,7,1,7,463
26,6,69,1,1,4,0,4,772
26,6,70,-1,1,7,0,7,967
26,6,71,1,5,4,4,4,2852
26,6,72,-1,0,7,1,7,463
26,6,73,1,4,4,5,4,2348
26,6,74,-1,1,7,0,7,967
26,6,75,1,5,4,4,4,2852
26,6,76,-1,0,7,6,7,503
26,6,77,1,4,4,5,4,2348
26,6,78,-1,4,0,5,0,2088
26,6,79,1,0,4,0,3,259
26,6,80,-1,5,0,4,0,2592
26,6,81,1,2,5,2,2,1362
26,6,82,-1,4,0,3,0,2072
26,6,83,1,2,2,2,0,1168
26,6,84,-1,3,0,4,0,1568
26,6,85,1,0,3,5,3,235
26,6,86,-1,4,0,3,0,2072
26,6,87,1,5,3,5,0,2792
26,6,88,-1,3,6,2,6,1942
26,6,89,1,2,0,2,4,1044
26,6,90,-1,2,6,3,6,1438
26,6,91,1,1,6,1,4,908
26,6,92,-1,5,5,4,5,2917
26,6,93,1,2,4,2,3,1299
26,6,94,-1,3,6,2,6,1942
26,6,95,1,0,0,4,0,32
26,6,96,-1,2,6,1,6,1422
26,6,97,1,4,0,0,0,2048
26,6,98,-1,1,6,0,6,902
26,6,99,1,2,3,5,3,1259
26,6,100,-1,0,6,1,6,398
26,6,101,1,5,3,5,2,2794
26,6,102,-1,4,5,3,5,2397
26,6,103,1,1,4,1,3,779
26,6,104,-1,6,5,6,6,3446
26,6,105,1,1,3,6,3,755
26,6,106,-1,1,6,0,6,902
26,6,107,1,5,2,4,2,2722
26,6,108,-1,0,6,1,6,398
26,6,109,1,0,0,2,0,16
26,6,110,-1,1,6,0,6,902
26,6,111,1,2,0,2,4,1044
26,6,112,-1,6,6,5,6,3502
26,6,113,1,4,2,4,4,2212
26,6,114,-1,0,6,1,6,398
26,6,115,1,6,3,6,0,3312
26,6,116,-1,1,6,0,6,902
26,6,117,1,6,0,6,1,3121
26,6,118,-1,0,6,1,6,398
26,6,119,1,4,4,4,2,2338
26,6,120,-1,1,6,0,6,902
26,6,121,1,4,2,4,6,2214
26,6,122,-1,0,6,1,6,398
26,6,123,1,2,4,2,2,1298
26,6,124,-1,1,6,0,6,902
26,6,125,1,6,1,4,1,3169
26,6,126,-1,0,6,1,6,398
26,6,127,1,4,1,5,1,2153
26,6,128,-1,1,6,0,6,902
26,6,129,1,5,0,6,0,2608
26,6,130,-1,0,6,1,6,398
26,6,131,1,5,1,1,1,2633
26,6,132,-1,1,6,0,6,902
26,6,133,1,1,1,0,1,577
26,6,134,-1,0,6,1,6,398
26,6,135,1,6,0,4,0,3104
26,6,136,-1,1,6,0,6,902
26,6,137,1,2,2,2,6,1174
26,6,138,-1,0,6,1,6,398
26,6,139,1,0,1,4,1,97
26,6,140,-1,1,6,0,6,902
26,6,141,1,4,1,1,1,2121
26,6,142,-1,0,6,1,6,398
26,6,143,1,1,1,5,1,617
26,6,144,-1,1,6,0,6,902
26,6,145,1,4,0,4,2,2082
26,6,146,-1,0,6,1,6,398
26,6,147,1,4,2,4,0,2208
26,6,148,-1,1,6,0,6,902
26,6,149,1,5,1,2,1,2641
26,6,150,-1,0,6,1,6,398
26,6,151,1,4,0,4,6,2086
26,6,152,-1,1,6,0,6,902
26,6,153,1,2,1,1,1,1097
26,6,154,-1,0,6,1,6,398
26,6,155,1,1,1,2,1,593
26,6,156,-1,1,6,0,6,902
26,6,157,1,2,1,7,1,1145
26,6,158,-1,0,6,1,6,398
26,6,159,1,7,1,5,1,3689
26,6,160,-1,1,6,0,6,902
26,6,161,1,5,1,5,2,2666
26,6,162,-1,0,6,1,6,398
26,6,163,1,5,2,0,2,2690
26,6,164,-1,1,6,0,6,902
26,6,165,1,0,2,5,2,170
26,6,166,-1,0,6,1,6,398
26,6,167,1,5,2,5,0,2728
26,6,168,-1,1,6,0,6,902
26,6,169,1,5,0,1,0,2568
26,6,170,-1,0,6,1,6,398
26,6,171,1,1,0,4,0,544
26,6,172,-1,1,6,0,6,902
26,6,173,1,4,0,1,0,2056
26,6,174,-1,0,6,1,6,398
26,6,175,1,1,0,1,1,521
26,6,176,-1,1,6,0,6,902
26,6,177,1,1,1,1,2,586
26,6,178,-1,0,6,1,6,398
26,6,179,1,1,2,1,1,649
26,6,180,-1,1,6,0,6,902
26,6,181,1,1,1,1,5,589
26,6,182,-1,0,6,1,6,398
26,6,183,1,1,5,1,3,843
26,6,184,-1,1,6,0,6,902
26,6,185,1,1,3,6,3,755
26,6,186,-1,0,6,1,6,398
26,6,187,1,6,3,7,3,3323
26,6,188,-1,1,6,0,6,902
26,6,189,1,7,3,6,3,3827
26,6,190,-1,0,6,1,6,398
