iteration,game_number,player,count
41,1,1,25
41,2,-1,25
41,2,1,25
41,3,-1,100
41,3,1,100
41,4,-1,72
41,4,1,72
41,5,-1,34
41,5,1,35
41,6,-1,25
41,6,1,25
41,7,-1,35
41,7,1,35
41,8,-1,97
41,8,1,98
41,9,-1,38
41,9,1,38
41,10,-1,25
41,10,1,25
41,11,-1,67
41,11,1,68
41,12,-1,162
41,12,1,162
41,13,-1,30
41,13,1,31
41,14,-1,25
41,14,1,25
41,15,-1,85
41,15,1,86
41,16,-1,44
41,16,1,44
41,17,-1,107
41,17,1,108
41,18,-1,69
41,18,1,70
41,19,-1,129
41,19,1,130
41,20,-1,48
41,20,1,48
42,1,-1,49
42,1,1,50
42,2,-1,117
42,2,1,118
42,3,-1,81
42,3,1,81
42,4,-1,57
42,4,1,58
42,5,-1,91
42,5,1,92
42,6,-1,76
42,6,1,77
42,7,-1,25
42,7,1,25
42,8,-1,45
42,8,1,46
42,9,-1,43
42,9,1,44
42,10,-1,29
42,10,1,30
42,11,-1,56
42,11,1,57
42,12,-1,25
42,12,1,25
42,13,-1,25
42,13,1,25
42,14,-1,95
42,14,1,95
42,15,-1,25
42,15,1,25
42,16,-1,45
42,16,1,46
42,17,-1,125
42,17,1,126
42,18,-1,106
42,18,1,106
42,19,-1,25
42,19,1,25
42,20,-1,45
42,20,1,46
43,1,-1,117
43,1,1,118
43,2,-1,38
43,2,1,39
43,3,-1,74
43,3,1,74
43,4,-1,55
43,4,1,55
43,5,-1,92
43,5,1,93
43,6,-1,63
43,6,1,63
43,7,-1,104
43,7,1,104
43,8,-1,29
43,8,1,30
43,9,-1,68
43,9,1,68
43,10,-1,110
43,10,1,111
43,11,-1,36
43,11,1,37
43,12,-1,71
43,12,1,71
43,13,-1,46
43,13,1,47
43,14,-1,122
43,14,1,123
43,15,-1,35
43,15,1,36
43,16,-1,25
43,16,1,25
43,17,-1,46
43,17,1,47
43,18,-1,25
43,18,1,25
43,19,-1,25
43,19,1,25
43,20,-1,82
43,20,1,83
44,1,-1,44
44,1,1,45
44,2,-1,29
44,2,1,30
44,3,-1,50
44,3,1,51
44,4,-1,76
44,4,1,76
44,5,-1,25
44,5,1,25
44,6,-1,36
44,6,1,37
44,7,-1,25
44,7,1,25
44,8,-1,56
44,8,1,57
44,9,-1,44
44,9,1,45
44,10,-1,25
44,10,1,25
44,11,-1,48
44,11,1,49
44,12,-1,76
44,12,1,77
44,13,-1,44
44,13,1,44
44,14,-1,25
44,14,1,25
44,15,-1,71
44,15,1,72
44,16,-1,47
44,16,1,47
44,17,-1,43
44,17,1,44
44,18,-1,25
44,18,1,25
44,19,-1,25
44,19,1,25
44,20,-1,50
44,20,1,50
45,1,-1,82
45,1,1,83
45,2,-1,72
45,2,1,72
45,3,-1,94
45,3,1,94
45,4,-1,70
45,4,1,71
45,5,-1,182
45,5,1,183
45,6,-1,101
45,6,1,102
45,7,-1,61
45,7,1,62
45,8,-1,51
45,8,1,52
45,9,-1,28
45,9,1,28
45,10,-1,25
45,10,1,25
45,11,-1,49
45,11,1,49
45,12,-1,144
45,12,1,144
45,13,-1,25
45,13,1,25
45,14,-1,130
45,14,1,131
45,15,-1,39
45,15,1,40
45,16,-1,25
45,16,1,25
45,17,-1,25
45,17,1,25
45,18,-1,117
45,18,1,117
45,19,-1,126
45,19,1,127
45,20,-1,104
45,20,1,104
46,1,-1,44
46,1,1,45
46,2,-1,110
46,2,1,110
46,3,-1,29
46,3,1,30
46,4,-1,91
46,4,1,92
46,5,-1,27
46,5,1,27
46,6,-1,132
46,6,1,132
46,7,-1,122
46,7,1,123
46,8,-1,75
46,8,1,76
46,9,-1,25
46,9,1,25
46,10,-1,89
46,10,1,89
46,11,-1,25
46,11,1,25
46,12,-1,29
46,12,1,29
46,13,-1,28
46,13,1,29
46,14,-1,70
46,14,1,70
46,15,-1,176
46,15,1,177
46,16,-1,32
46,16,1,32
46,17,-1,56
46,17,1,57
46,18,-1,55
46,18,1,56
46,19,-1,81
46,19,1,82
46,20,-1,25
46,20,1,25
47,1,-1,59
47,1,1,60
47,2,-1,40
47,2,1,40
47,3,-1,25
47,3,1,25
47,4,-1,124
47,4,1,125
47,5,-1,55
47,5,1,55
47,6,-1,64
47,6,1,65
47,7,-1,60
47,7,1,60
47,8,-1,32
47,8,1,32
47,9,-1,38
47,9,1,38
47,10,-1,25
47,10,1,25
47,11,-1,73
47,11,1,73
47,12,-1,25
47,12,1,25
47,13,-1,25
47,13,1,25
47,14,-1,124
47,14,1,125
47,15,-1,25
47,15,1,25
47,16,-1,57
47,16,1,58
47,17,-1,100
47,17,1,101
47,18,-1,68
47,18,1,69
47,19,-1,25
47,19,1,25
47,20,-1,78
47,20,1,78
48,1,-1,25
48,1,1,25
48,2,-1,71
48,2,1,72
48,3,-1,68
48,3,1,69
48,4,-1,29
48,4,1,30
48,5,-1,25
48,5,1,25
48,6,-1,87
48,6,1,87
48,7,-1,45
48,7,1,45
48,8,-1,67
48,8,1,67
48,9,-1,63
48,9,1,64
48,10,-1,25
48,10,1,25
48,11,-1,25
48,11,1,25
48,12,-1,40
48,12,1,40
48,13,-1,29
48,13,1,30
48,14,-1,27
48,14,1,28
48,15,-1,29
48,15,1,30
48,16,-1,60
48,16,1,61
48,17,-1,43
48,17,1,43
48,18,-1,78
48,18,1,78
48,19,-1,82
48,19,1,83
48,20,-1,46
48,20,1,46
49,1,-1,25
49,1,1,25
49,2,-1,109
49,2,1,110
49,3,-1,48
49,3,1,48
49,4,-1,25
49,4,1,25
49,5,-1,77
49,5,1,78
49,6,-1,56
49,6,1,57
49,7,-1,98
49,7,1,99
49,8,-1,77
49,8,1,78
49,9,-1,106
49,9,1,106
49,10,-1,61
49,10,1,61
49,11,-1,95
49,11,1,95
49,12,-1,25
49,12,1,25
49,13,-1,94
49,13,1,94
49,14,-1,113
49,14,1,113
49,15,-1,25
49,15,1,25
49,16,-1,25
49,16,1,25
49,17,-1,123
49,17,1,124
49,18,-1,49
49,18,1,50
49,19,-1,25
49,19,1,25
49,20,-1,159
49,20,1,159
